periode;main_branch;branch;cif;norek;type;nama;pn_pengelola;balance;aval_balance;avg_balance;open_date
2025-01-15;KC Makassar;10818;1000007517;1000000007517;Giro;Nasabah 07517;PN104860;17750000;71000000;71000000;2023-08-12
2025-01-15;KC Jakarta;10243;1000007518;1000000007518;Tabungan;Nasabah 07518;PN102467;32129999;153000000;153000000;2020-02-12
2025-01-15;KC Makassar;10161;1000007519;1000000007519;Deposito;Nasabah 07519;PN105566;90060000;237000000;237000000;2024-03-02
2025-01-15;KC Surabaya;10604;1000007520;1000000007520;Tabungan;Nasabah 07520;PN102276;46620000;63000000;63000000;2020-01-11
2025-01-15;KC Semarang;10853;1000007521;1000000007521;Deposito;Nasabah 07521;PN108274;136220000;278000000;278000000;2023-07-03
2025-01-15;KC Bandung;10758;1000007522;1000000007522;Giro;Nasabah 07522;PN104047;64800000;108000000;108000000;2021-04-26
2025-01-15;KC Makassar;10511;1000007523;1000000007523;Giro;Nasabah 07523;PN103236;148960000;304000000;304000000;2020-06-19
2025-01-15;KC Medan;10641;1000007524;1000000007524;Giro;Nasabah 07524;PN103429;153899999;342000000;342000000;2020-10-13
2025-01-15;KC Jakarta;10638;1000007525;1000000007525;Giro;Nasabah 07525;PN108687;242420000;391000000;391000000;2021-06-17
2025-01-15;KC Semarang;10299;1000007526;1000000007526;Tabungan;Nasabah 07526;PN105145;269400000;449000000;449000000;2024-02-22
2025-01-15;KC Surabaya;10056;1000007527;1000000007527;Tabungan;Nasabah 07527;PN101321;351200000;439000000;439000000;2020-08-20
2025-01-15;KC Semarang;10480;1000007528;1000000007528;Deposito;Nasabah 07528;PN102446;132300000;490000000;490000000;2023-08-02
2025-01-15;KC Medan;10701;1000007529;1000000007529;Tabungan;Nasabah 07529;PN100934;196980000;469000000;469000000;2024-07-19
2025-01-15;KC Semarang;10090;1000007530;1000000007530;Giro;Nasabah 07530;PN101972;104250000;139000000;139000000;2021-09-21
2025-01-15;KC Semarang;10513;1000007531;1000000007531;Deposito;Nasabah 07531;PN105722;164899999;485000000;485000000;2023-02-25
2025-01-15;KC Surabaya;10563;1000007532;1000000007532;Tabungan;Nasabah 07532;PN103134;188100000;330000000;330000000;2023-01-22
2025-01-15;KC Semarang;10827;1000007533;1000000007533;Deposito;Nasabah 07533;PN100213;49140000;117000000;117000000;2022-08-16
2025-01-15;KC Makassar;10453;1000007534;1000000007534;Tabungan;Nasabah 07534;PN107209;163400000;215000000;215000000;2022-01-05
2025-01-15;KC Surabaya;10839;1000007535;1000000007535;Giro;Nasabah 07535;PN103681;163100000;233000000;233000000;2022-05-26
2025-01-15;KC Semarang;10277;1000007536;1000000007536;Giro;Nasabah 07536;PN108585;88040000;124000000;124000000;2021-09-18
2025-01-15;KC Makassar;10689;1000007537;1000000007537;Deposito;Nasabah 07537;PN108182;103500000;138000000;138000000;2023-08-23
2025-01-15;KC Semarang;10837;1000007538;1000000007538;Deposito;Nasabah 07538;PN104315;226300000;310000000;310000000;2022-01-11
2025-01-15;KC Makassar;10884;1000007539;1000000007539;Giro;Nasabah 07539;PN107193;30380000;98000000;98000000;2023-09-02
2025-01-15;KC Jakarta;10484;1000007540;1000000007540;Tabungan;Nasabah 07540;PN103555;43549999;65000000;65000000;2022-10-06
2025-01-15;KC Surabaya;10007;1000007541;1000000007541;Deposito;Nasabah 07541;PN108656;47840000;92000000;92000000;2021-11-18
2025-01-15;KC Bandung;10679;1000007542;1000000007542;Giro;Nasabah 07542;PN104124;78890000;343000000;343000000;2024-02-06
2025-01-15;KC Semarang;10333;1000007543;1000000007543;Tabungan;Nasabah 07543;PN106707;107549999;239000000;239000000;2022-04-21
2025-01-15;KC Surabaya;10736;1000007544;1000000007544;Tabungan;Nasabah 07544;PN107215;38690000;53000000;53000000;2022-01-18
2025-01-15;KC Makassar;10798;1000007545;1000000007545;Deposito;Nasabah 07545;PN105943;113400000;420000000;420000000;2024-06-04
2025-01-15;KC Bandung;10013;1000007546;1000000007546;Deposito;Nasabah 07546;PN105190;205800000;294000000;294000000;2023-05-17
2025-01-15;KC Semarang;10873;1000007547;1000000007547;Giro;Nasabah 07547;PN102558;137200000;490000000;490000000;2023-02-16
2025-01-15;KC Makassar;10588;1000007548;1000000007548;Giro;Nasabah 07548;PN108803;88400000;340000000;340000000;2024-03-02
2025-01-15;KC Bandung;10016;1000007549;1000000007549;Tabungan;Nasabah 07549;PN107128;273899999;415000000;415000000;2023-04-10
2025-01-15;KC Jakarta;10275;1000007550;1000000007550;Giro;Nasabah 07550;PN104703;231190000;379000000;379000000;2023-05-25
2025-01-15;KC Jakarta;10894;1000007551;1000000007551;Giro;Nasabah 07551;PN100135;83200000;320000000;320000000;2021-01-22
2025-01-15;KC Medan;10681;1000007552;1000000007552;Tabungan;Nasabah 07552;PN100651;93240000;222000000;222000000;2024-01-07
2025-01-15;KC Makassar;10476;1000007553;1000000007553;Deposito;Nasabah 07553;PN101846;20460000;66000000;66000000;2022-09-03
2025-01-15;KC Bandung;10045;1000007554;1000000007554;Giro;Nasabah 07554;PN100140;141960000;273000000;273000000;2021-01-11
2025-01-15;KC Bandung;10227;1000007555;1000000007555;Giro;Nasabah 07555;PN102571;213500000;305000000;305000000;2023-04-07
2025-01-15;KC Makassar;10123;1000007556;1000000007556;Tabungan;Nasabah 07556;PN102262;119340000;442000000;442000000;2021-09-27
2025-01-15;KC Bandung;10384;1000007557;1000000007557;Giro;Nasabah 07557;PN108452;316909999;473000000;473000000;2022-04-04
2025-01-15;KC Jakarta;10558;1000007558;1000000007558;Giro;Nasabah 07558;PN105994;215200000;269000000;269000000;2020-03-02
2025-01-15;KC Semarang;10670;1000007559;1000000007559;Giro;Nasabah 07559;PN101708;37800000;126000000;126000000;2024-07-07
2025-01-15;KC Medan;10251;1000007560;1000000007560;Giro;Nasabah 07560;PN101668;156060000;306000000;306000000;2021-01-19
2025-01-15;KC Medan;10607;1000007561;1000000007561;Giro;Nasabah 07561;PN103200;73600000;160000000;160000000;2022-11-11
2025-01-15;KC Makassar;10214;1000007562;1000000007562;Giro;Nasabah 07562;PN101189;170100000;405000000;405000000;2023-04-08
2025-01-15;KC Medan;10365;1000007563;1000000007563;Deposito;Nasabah 07563;PN104944;45559999;68000000;68000000;2023-04-27
2025-01-15;KC Jakarta;10878;1000007564;1000000007564;Giro;Nasabah 07564;PN105035;105399999;155000000;155000000;2024-04-22
2025-01-15;KC Medan;10144;1000007565;1000000007565;Deposito;Nasabah 07565;PN100538;173900000;470000000;470000000;2020-02-16
2025-01-15;KC Makassar;10207;1000007566;1000000007566;Tabungan;Nasabah 07566;PN102982;215140000;347000000;347000000;2024-11-25
2025-01-15;KC Makassar;10712;1000007567;1000000007567;Giro;Nasabah 07567;PN101102;125610000;237000000;237000000;2023-01-02
2025-01-15;KC Semarang;10526;1000007568;1000000007568;Tabungan;Nasabah 07568;PN104928;203279999;308000000;308000000;2022-05-22
2025-01-15;KC Medan;10767;1000007569;1000000007569;Giro;Nasabah 07569;PN101560;57600000;144000000;144000000;2020-08-24
2025-01-15;KC Makassar;10128;1000007570;1000000007570;Tabungan;Nasabah 07570;PN105220;77759999;243000000;243000000;2023-02-22
2025-01-15;KC Jakarta;10211;1000007571;1000000007571;Deposito;Nasabah 07571;PN103766;114660000;182000000;182000000;2020-02-15
2025-01-15;KC Surabaya;10489;1000007572;1000000007572;Deposito;Nasabah 07572;PN102319;245520000;396000000;396000000;2024-04-02
2025-01-15;KC Medan;10209;1000007573;1000000007573;Deposito;Nasabah 07573;PN105353;268620000;363000000;363000000;2020-02-21
2025-01-15;KC Medan;10035;1000007574;1000000007574;Tabungan;Nasabah 07574;PN102910;180899999;402000000;402000000;2022-08-20
2025-01-15;KC Medan;10153;1000007575;1000000007575;Giro;Nasabah 07575;PN100533;112480000;304000000;304000000;2024-09-08
2025-01-15;KC Makassar;10119;1000007576;1000000007576;Giro;Nasabah 07576;PN103026;286380000;387000000;387000000;2023-09-10
2025-01-15;KC Makassar;10738;1000007577;1000000007577;Giro;Nasabah 07577;PN104414;304000000;380000000;380000000;2022-03-04
2025-01-15;KC Medan;10841;1000007578;1000000007578;Tabungan;Nasabah 07578;PN101792;259250000;425000000;425000000;2022-04-13
2025-01-15;KC Semarang;10001;1000007579;1000000007579;Deposito;Nasabah 07579;PN100270;197100000;365000000;365000000;2020-10-05
2025-01-15;KC Medan;10453;1000007580;1000000007580;Tabungan;Nasabah 07580;PN100160;171710000;223000000;223000000;2024-01-16
2025-01-15;KC Bandung;10010;1000007581;1000000007581;Tabungan;Nasabah 07581;PN107950;44889999;67000000;67000000;2020-04-04
2025-01-15;KC Semarang;10627;1000007582;1000000007582;Deposito;Nasabah 07582;PN105636;138690000;207000000;207000000;2024-05-04
2025-01-15;KC Jakarta;10025;1000007583;1000000007583;Giro;Nasabah 07583;PN103967;47999999;150000000;150000000;2024-03-27
2025-01-15;KC Makassar;10186;1000007584;1000000007584;Tabungan;Nasabah 07584;PN100669;39560000;86000000;86000000;2020-02-23
2025-01-15;KC Medan;10126;1000007585;1000000007585;Tabungan;Nasabah 07585;PN101640;48989999;213000000;213000000;2023-01-23
2025-01-15;KC Surabaya;10089;1000007586;1000000007586;Tabungan;Nasabah 07586;PN102060;41410000;101000000;101000000;2020-04-07
2025-01-15;KC Semarang;10515;1000007587;1000000007587;Tabungan;Nasabah 07587;PN106243;204920000;436000000;436000000;2022-04-20
2025-01-15;KC Jakarta;10289;1000007588;1000000007588;Tabungan;Nasabah 07588;PN100497;134820000;321000000;321000000;2020-02-15
2025-01-15;KC Surabaya;10849;1000007589;1000000007589;Tabungan;Nasabah 07589;PN105473;119720000;164000000;164000000;2022-08-02
2025-01-15;KC Makassar;10667;1000007590;1000000007590;Deposito;Nasabah 07590;PN103576;31049999;69000000;69000000;2020-06-17
2025-01-15;KC Semarang;10635;1000007591;1000000007591;Tabungan;Nasabah 07591;PN102873;120240000;167000000;167000000;2024-01-25
2025-01-15;KC Medan;10459;1000007592;1000000007592;Tabungan;Nasabah 07592;PN108380;118679999;172000000;172000000;2024-10-12
2025-01-15;KC Medan;10189;1000007593;1000000007593;Deposito;Nasabah 07593;PN100402;134140000;353000000;353000000;2021-03-24
2025-01-15;KC Bandung;10115;1000007594;1000000007594;Deposito;Nasabah 07594;PN104491;82890000;307000000;307000000;2024-05-10
2025-01-15;KC Bandung;10027;1000007595;1000000007595;Deposito;Nasabah 07595;PN102116;24000000;60000000;60000000;2021-08-16
2025-01-15;KC Surabaya;10716;1000007596;1000000007596;Giro;Nasabah 07596;PN106370;96799999;440000000;440000000;2023-03-21
2025-01-15;KC Medan;10190;1000007597;1000000007597;Giro;Nasabah 07597;PN106080;83720000;161000000;161000000;2023-06-24
2025-01-15;KC Makassar;10322;1000007598;1000000007598;Tabungan;Nasabah 07598;PN106652;348660000;447000000;447000000;2023-08-06
2025-01-15;KC Surabaya;10672;1000007599;1000000007599;Giro;Nasabah 07599;PN102373;168740000;286000000;286000000;2021-02-09
2025-01-15;KC Makassar;10748;1000007600;1000000007600;Deposito;Nasabah 07600;PN100302;139750000;215000000;215000000;2023-07-23
2025-01-15;KC Bandung;10350;1000007601;1000000007601;Deposito;Nasabah 07601;PN105730;351120000;456000000;456000000;2022-09-22
2025-01-15;KC Bandung;10899;1000007602;1000000007602;Giro;Nasabah 07602;PN102639;67080000;172000000;172000000;2023-05-06
2025-01-15;KC Surabaya;10369;1000007603;1000000007603;Deposito;Nasabah 07603;PN102021;22800000;95000000;95000000;2020-07-03
2025-01-15;KC Makassar;10380;1000007604;1000000007604;Tabungan;Nasabah 07604;PN103758;161160000;237000000;237000000;2022-04-11
2025-01-15;KC Makassar;10437;1000007605;1000000007605;Deposito;Nasabah 07605;PN100791;97720000;349000000;349000000;2023-05-16
2025-01-15;KC Medan;10267;1000007606;1000000007606;Deposito;Nasabah 07606;PN107592;162870000;267000000;267000000;2020-10-12
2025-01-15;KC Makassar;10065;1000007607;1000000007607;Tabungan;Nasabah 07607;PN103651;117919999;268000000;268000000;2023-07-16
2025-01-15;KC Makassar;10378;1000007608;1000000007608;Deposito;Nasabah 07608;PN104891;328800000;411000000;411000000;2021-02-08
2025-01-15;KC Semarang;10333;1000007609;1000000007609;Deposito;Nasabah 07609;PN102799;211670000;347000000;347000000;2022-08-18
2025-01-15;KC Jakarta;10865;1000007610;1000000007610;Deposito;Nasabah 07610;PN100293;28080000;72000000;72000000;2024-07-16
2025-01-15;KC Bandung;10025;1000007611;1000000007611;Tabungan;Nasabah 07611;PN107850;62900000;170000000;170000000;2020-01-10
2025-01-15;KC Makassar;10121;1000007612;1000000007612;Deposito;Nasabah 07612;PN101156;96900000;323000000;323000000;2020-02-24
2025-01-15;KC Medan;10396;1000007613;1000000007613;Giro;Nasabah 07613;PN103658;145470000;373000000;373000000;2024-11-24
2025-01-15;KC Medan;10570;1000007614;1000000007614;Deposito;Nasabah 07614;PN102506;26950000;77000000;77000000;2021-05-10
2025-01-15;KC Semarang;10809;1000007615;1000000007615;Giro;Nasabah 07615;PN104339;46410000;91000000;91000000;2024-03-09
2025-01-15;KC Medan;10335;1000007616;1000000007616;Deposito;Nasabah 07616;PN103958;300760000;412000000;412000000;2022-03-05
2025-01-15;KC Jakarta;10641;1000007617;1000000007617;Deposito;Nasabah 07617;PN102359;121380000;238000000;238000000;2024-02-23
2025-01-15;KC Medan;10457;1000007618;1000000007618;Tabungan;Nasabah 07618;PN104771;36400000;140000000;140000000;2020-03-20
2025-01-15;KC Surabaya;10197;1000007619;1000000007619;Deposito;Nasabah 07619;PN107221;73320000;188000000;188000000;2021-02-14
2025-01-15;KC Medan;10158;1000007620;1000000007620;Deposito;Nasabah 07620;PN106571;61600000;112000000;112000000;2024-08-07
2025-01-15;KC Jakarta;10112;1000007621;1000000007621;Giro;Nasabah 07621;PN101023;172189999;257000000;257000000;2020-07-07
2025-01-15;KC Surabaya;10521;1000007622;1000000007622;Giro;Nasabah 07622;PN103210;304150000;385000000;385000000;2024-09-23
2025-01-15;KC Jakarta;10099;1000007623;1000000007623;Giro;Nasabah 07623;PN100665;82770000;267000000;267000000;2022-07-03
2025-01-15;KC Medan;10105;1000007624;1000000007624;Giro;Nasabah 07624;PN106964;122100000;165000000;165000000;2021-04-09
2025-01-15;KC Semarang;10378;1000007625;1000000007625;Deposito;Nasabah 07625;PN108024;117720000;218000000;218000000;2021-04-24
2025-01-15;KC Jakarta;10352;1000007626;1000000007626;Deposito;Nasabah 07626;PN100409;101920000;208000000;208000000;2024-08-21
2025-01-15;KC Makassar;10338;1000007627;1000000007627;Giro;Nasabah 07627;PN101497;179340000;427000000;427000000;2021-10-23
2025-01-15;KC Medan;10017;1000007628;1000000007628;Giro;Nasabah 07628;PN107283;181760000;256000000;256000000;2024-01-04
2025-01-15;KC Semarang;10646;1000007629;1000000007629;Tabungan;Nasabah 07629;PN101307;312200000;446000000;446000000;2020-02-10
2025-01-15;KC Medan;10731;1000007630;1000000007630;Giro;Nasabah 07630;PN107307;161120000;212000000;212000000;2020-03-10
2025-01-15;KC Surabaya;10226;1000007631;1000000007631;Deposito;Nasabah 07631;PN106075;21300000;71000000;71000000;2021-07-04
2025-01-15;KC Makassar;10446;1000007632;1000000007632;Giro;Nasabah 07632;PN106018;37289999;113000000;113000000;2024-04-20
2025-01-15;KC Medan;10525;1000007633;1000000007633;Giro;Nasabah 07633;PN107222;164220000;322000000;322000000;2024-11-23
2025-01-15;KC Medan;10237;1000007634;1000000007634;Giro;Nasabah 07634;PN105697;296000000;400000000;400000000;2020-08-04
2025-01-15;KC Semarang;10524;1000007635;1000000007635;Tabungan;Nasabah 07635;PN100577;79230000;139000000;139000000;2023-03-16
2025-01-15;KC Bandung;10716;1000007636;1000000007636;Tabungan;Nasabah 07636;PN103455;309600000;430000000;430000000;2021-07-27
2025-01-15;KC Surabaya;10539;1000007637;1000000007637;Tabungan;Nasabah 07637;PN102018;207350000;377000000;377000000;2021-07-13
2025-01-15;KC Makassar;10107;1000007638;1000000007638;Giro;Nasabah 07638;PN103113;206799999;470000000;470000000;2023-07-07
2025-01-15;KC Medan;10479;1000007639;1000000007639;Deposito;Nasabah 07639;PN102897;69300000;90000000;90000000;2023-01-08
2025-01-15;KC Semarang;10592;1000007640;1000000007640;Tabungan;Nasabah 07640;PN107306;105599999;480000000;480000000;2021-04-07
2025-01-15;KC Jakarta;10580;1000007641;1000000007641;Tabungan;Nasabah 07641;PN101254;51840000;192000000;192000000;2021-10-18
2025-01-15;KC Surabaya;10295;1000007642;1000000007642;Deposito;Nasabah 07642;PN108935;124800000;192000000;192000000;2022-03-20
2025-01-15;KC Jakarta;10130;1000007643;1000000007643;Giro;Nasabah 07643;PN105409;19320000;69000000;69000000;2023-05-27
2025-01-15;KC Surabaya;10698;1000007644;1000000007644;Giro;Nasabah 07644;PN106176;121230000;449000000;449000000;2024-01-22
2025-01-15;KC Surabaya;10509;1000007645;1000000007645;Tabungan;Nasabah 07645;PN105565;234400000;293000000;293000000;2021-10-05
2025-01-15;KC Surabaya;10666;1000007646;1000000007646;Giro;Nasabah 07646;PN107483;212040000;279000000;279000000;2021-03-07
2025-01-15;KC Bandung;10035;1000007647;1000000007647;Deposito;Nasabah 07647;PN108337;311710000;427000000;427000000;2023-09-19
2025-01-15;KC Semarang;10656;1000007648;1000000007648;Giro;Nasabah 07648;PN107799;213760000;334000000;334000000;2022-09-05
2025-01-15;KC Jakarta;10379;1000007649;1000000007649;Giro;Nasabah 07649;PN107022;191100000;273000000;273000000;2020-07-12
2025-01-15;KC Semarang;10520;1000007650;1000000007650;Giro;Nasabah 07650;PN100737;145500000;291000000;291000000;2024-01-26
2025-01-15;KC Jakarta;10706;1000007651;1000000007651;Deposito;Nasabah 07651;PN101592;152930000;373000000;373000000;2023-03-01
2025-01-15;KC Makassar;10622;1000007652;1000000007652;Giro;Nasabah 07652;PN106106;91200000;228000000;228000000;2023-08-23
2025-01-15;KC Medan;10462;1000007653;1000000007653;Deposito;Nasabah 07653;PN105750;122500000;490000000;490000000;2022-11-17
2025-01-15;KC Semarang;10627;1000007654;1000000007654;Tabungan;Nasabah 07654;PN104576;140070000;203000000;203000000;2022-07-07
2025-01-15;KC Medan;10502;1000007655;1000000007655;Deposito;Nasabah 07655;PN101231;85880000;226000000;226000000;2021-05-01
2025-01-15;KC Medan;10403;1000007656;1000000007656;Tabungan;Nasabah 07656;PN101331;109460000;421000000;421000000;2024-02-19
2025-01-15;KC Jakarta;10551;1000007657;1000000007657;Giro;Nasabah 07657;PN102664;203360000;496000000;496000000;2024-11-11
2025-01-15;KC Semarang;10457;1000007658;1000000007658;Tabungan;Nasabah 07658;PN103978;122200000;470000000;470000000;2024-05-20
2025-01-15;KC Makassar;10818;1000007659;1000000007659;Tabungan;Nasabah 07659;PN101934;179450000;485000000;485000000;2024-04-13
2025-01-15;KC Medan;10710;1000007660;1000000007660;Deposito;Nasabah 07660;PN103050;176280000;226000000;226000000;2021-08-21
2025-01-15;KC Jakarta;10287;1000007661;1000000007661;Giro;Nasabah 07661;PN107193;103230000;333000000;333000000;2020-10-09
2025-01-15;KC Semarang;10391;1000007662;1000000007662;Tabungan;Nasabah 07662;PN107776;152549999;339000000;339000000;2021-10-06
2025-01-15;KC Semarang;10790;1000007663;1000000007663;Deposito;Nasabah 07663;PN100973;146120000;281000000;281000000;2023-11-18
2025-01-15;KC Makassar;10606;1000007664;1000000007664;Tabungan;Nasabah 07664;PN104890;206799999;470000000;470000000;2024-03-09
2025-01-15;KC Bandung;10167;1000007665;1000000007665;Giro;Nasabah 07665;PN105731;40710000;59000000;59000000;2020-08-16
2025-01-15;KC Medan;10060;1000007666;1000000007666;Giro;Nasabah 07666;PN100897;102920000;166000000;166000000;2024-06-07
2025-01-15;KC Surabaya;10600;1000007667;1000000007667;Tabungan;Nasabah 07667;PN102268;168720000;444000000;444000000;2020-01-01
2025-01-15;KC Medan;10460;1000007668;1000000007668;Deposito;Nasabah 07668;PN106879;270050000;491000000;491000000;2022-03-09
2025-01-15;KC Semarang;10826;1000007669;1000000007669;Deposito;Nasabah 07669;PN104275;176000000;275000000;275000000;2024-03-10
2025-01-15;KC Surabaya;10373;1000007670;1000000007670;Giro;Nasabah 07670;PN102679;186050000;305000000;305000000;2023-08-18
2025-01-15;KC Bandung;10775;1000007671;1000000007671;Tabungan;Nasabah 07671;PN100538;145550000;205000000;205000000;2023-01-18
2025-01-15;KC Surabaya;10620;1000007672;1000000007672;Giro;Nasabah 07672;PN101359;72500000;290000000;290000000;2020-02-14
2025-01-15;KC Jakarta;10289;1000007673;1000000007673;Deposito;Nasabah 07673;PN104524;87600000;146000000;146000000;2021-06-06
2025-01-15;KC Medan;10117;1000007674;1000000007674;Deposito;Nasabah 07674;PN106522;100100000;130000000;130000000;2021-06-16
2025-01-15;KC Jakarta;10106;1000007675;1000000007675;Tabungan;Nasabah 07675;PN108136;292300000;395000000;395000000;2022-06-08
2025-01-15;KC Surabaya;10574;1000007676;1000000007676;Deposito;Nasabah 07676;PN102841;45220000;119000000;119000000;2022-05-21
2025-01-15;KC Surabaya;10721;1000007677;1000000007677;Giro;Nasabah 07677;PN102981;72599999;330000000;330000000;2021-11-10
2025-01-15;KC Semarang;10669;1000007678;1000000007678;Giro;Nasabah 07678;PN107222;65000000;260000000;260000000;2023-06-05
2025-01-15;KC Makassar;10012;1000007679;1000000007679;Tabungan;Nasabah 07679;PN103603;180000000;450000000;450000000;2021-01-15
2025-01-15;KC Makassar;10736;1000007680;1000000007680;Deposito;Nasabah 07680;PN103981;272800000;440000000;440000000;2021-03-19
2025-01-15;KC Surabaya;10163;1000007681;1000000007681;Giro;Nasabah 07681;PN102378;113430000;199000000;199000000;2023-05-22
2025-01-15;KC Makassar;10390;1000007682;1000000007682;Deposito;Nasabah 07682;PN107534;96390000;189000000;189000000;2021-10-06
2025-01-15;KC Medan;10422;1000007683;1000000007683;Deposito;Nasabah 07683;PN107496;120120000;462000000;462000000;2021-05-23
2025-01-15;KC Medan;10397;1000007684;1000000007684;Tabungan;Nasabah 07684;PN107561;63050000;97000000;97000000;2021-08-12
2025-01-15;KC Jakarta;10368;1000007685;1000000007685;Deposito;Nasabah 07685;PN104238;97600000;160000000;160000000;2020-04-25
2025-01-15;KC Bandung;10008;1000007686;1000000007686;Giro;Nasabah 07686;PN108409;315700000;451000000;451000000;2020-01-21
2025-01-15;KC Surabaya;10192;1000007687;1000000007687;Deposito;Nasabah 07687;PN106550;153510000;357000000;357000000;2021-10-04
2025-01-15;KC Bandung;10267;1000007688;1000000007688;Giro;Nasabah 07688;PN108928;243670000;413000000;413000000;2022-04-18
2025-01-15;KC Medan;10710;1000007689;1000000007689;Giro;Nasabah 07689;PN100966;38280000;66000000;66000000;2020-09-04
2025-01-15;KC Medan;10844;1000007690;1000000007690;Giro;Nasabah 07690;PN101522;210449999;305000000;305000000;2020-11-03
2025-01-15;KC Semarang;10253;1000007691;1000000007691;Tabungan;Nasabah 07691;PN101311;69560000;94000000;94000000;2024-02-21
2025-01-15;KC Jakarta;10405;1000007692;1000000007692;Giro;Nasabah 07692;PN101639;67650000;123000000;123000000;2022-08-27
2025-01-15;KC Medan;10780;1000007693;1000000007693;Deposito;Nasabah 07693;PN104736;18720000;78000000;78000000;2021-03-09
2025-01-15;KC Surabaya;10834;1000007694;1000000007694;Deposito;Nasabah 07694;PN107562;86190000;169000000;169000000;2024-02-24
2025-01-15;KC Bandung;10593;1000007695;1000000007695;Deposito;Nasabah 07695;PN103145;112239999;488000000;488000000;2022-06-16
2025-01-15;KC Medan;10118;1000007696;1000000007696;Tabungan;Nasabah 07696;PN106309;204360000;262000000;262000000;2023-02-24
2025-01-15;KC Makassar;10165;1000007697;1000000007697;Giro;Nasabah 07697;PN107075;135930000;197000000;197000000;2020-09-27
2025-01-15;KC Makassar;10244;1000007698;1000000007698;Tabungan;Nasabah 07698;PN101899;27840000;96000000;96000000;2020-09-17
2025-01-15;KC Semarang;10838;1000007699;1000000007699;Tabungan;Nasabah 07699;PN100459;221099999;330000000;330000000;2024-06-26
2025-01-15;KC Medan;10568;1000007700;1000000007700;Giro;Nasabah 07700;PN106641;147730000;187000000;187000000;2023-08-26
2025-01-15;KC Bandung;10183;1000007701;1000000007701;Giro;Nasabah 07701;PN107006;142100000;245000000;245000000;2023-05-17
2025-01-15;KC Bandung;10392;1000007702;1000000007702;Tabungan;Nasabah 07702;PN100142;126100000;485000000;485000000;2021-08-23
2025-01-15;KC Medan;10588;1000007703;1000000007703;Deposito;Nasabah 07703;PN102226;162520000;478000000;478000000;2024-05-02
2025-01-15;KC Surabaya;10810;1000007704;1000000007704;Tabungan;Nasabah 07704;PN104639;107839999;337000000;337000000;2021-10-26
2025-01-15;KC Bandung;10462;1000007705;1000000007705;Giro;Nasabah 07705;PN104399;32889999;143000000;143000000;2020-04-21
2025-01-15;KC Semarang;10037;1000007706;1000000007706;Deposito;Nasabah 07706;PN102110;60450000;93000000;93000000;2020-09-06
2025-01-15;KC Bandung;10029;1000007707;1000000007707;Tabungan;Nasabah 07707;PN108371;136080000;243000000;243000000;2020-04-23
2025-01-15;KC Surabaya;10836;1000007708;1000000007708;Giro;Nasabah 07708;PN104083;70680000;114000000;114000000;2020-04-17
2025-01-15;KC Makassar;10019;1000007709;1000000007709;Giro;Nasabah 07709;PN101358;24700000;95000000;95000000;2021-11-24
2025-01-15;KC Surabaya;10457;1000007710;1000000007710;Tabungan;Nasabah 07710;PN102872;41139999;187000000;187000000;2022-10-05
2025-01-15;KC Bandung;10380;1000007711;1000000007711;Giro;Nasabah 07711;PN104351;114240000;204000000;204000000;2024-04-20
2025-01-15;KC Bandung;10659;1000007712;1000000007712;Deposito;Nasabah 07712;PN103046;168990000;393000000;393000000;2023-08-23
2025-01-15;KC Medan;10076;1000007713;1000000007713;Giro;Nasabah 07713;PN105596;75460000;98000000;98000000;2020-11-19
2025-01-15;KC Surabaya;10570;1000007714;1000000007714;Deposito;Nasabah 07714;PN101570;54739999;161000000;161000000;2021-04-03
2025-01-15;KC Medan;10375;1000007715;1000000007715;Giro;Nasabah 07715;PN104020;165910000;353000000;353000000;2023-11-04
2025-01-15;KC Surabaya;10784;1000007716;1000000007716;Tabungan;Nasabah 07716;PN103257;189240000;332000000;332000000;2023-08-12
2025-01-15;KC Medan;10006;1000007717;1000000007717;Giro;Nasabah 07717;PN102427;166400000;256000000;256000000;2024-04-15
2025-01-15;KC Semarang;10517;1000007718;1000000007718;Giro;Nasabah 07718;PN100175;108640000;194000000;194000000;2022-07-07
2025-01-15;KC Bandung;10679;1000007719;1000000007719;Tabungan;Nasabah 07719;PN101787;75270000;193000000;193000000;2021-11-08
2025-01-15;KC Makassar;10733;1000007720;1000000007720;Giro;Nasabah 07720;PN105161;124519999;283000000;283000000;2024-08-05
2025-01-15;KC Surabaya;10085;1000007721;1000000007721;Deposito;Nasabah 07721;PN101006;103680000;192000000;192000000;2021-01-24
2025-01-15;KC Medan;10818;1000007722;1000000007722;Giro;Nasabah 07722;PN103924;42900000;165000000;165000000;2020-08-20
2025-01-15;KC Makassar;10700;1000007723;1000000007723;Deposito;Nasabah 07723;PN101245;55199999;80000000;80000000;2021-11-08
2025-01-15;KC Semarang;10126;1000007724;1000000007724;Giro;Nasabah 07724;PN100816;24960000;52000000;52000000;2022-08-08
2025-01-15;KC Medan;10554;1000007725;1000000007725;Tabungan;Nasabah 07725;PN101095;22940000;74000000;74000000;2021-08-17
2025-01-15;KC Makassar;10589;1000007726;1000000007726;Deposito;Nasabah 07726;PN106206;219200000;274000000;274000000;2024-07-05
2025-01-15;KC Semarang;10103;1000007727;1000000007727;Tabungan;Nasabah 07727;PN103732;43470000;63000000;63000000;2023-10-16
